StartTime,FromNode,ToNode,SourcePort,DestinationPort,Size,Priority
1000054505ns,h8,h7,2,1,4445B,0
1000054690ns,h16,h7,2,2,4093B,0
1000055478ns,h15,h11,2,1,99218B,0
1000055769ns,h11,h1,2,2,5062B,0
1000055783ns,h8,h4,2,2,4506B,0
1000055853ns,h10,h6,2,2,5122B,0
1000056221ns,h12,h4,2,2,86925B,0
1000056279ns,h4,h11,2,2,7495B,0
1000056841ns,h2,h7,2,2,7386B,0
1000057062ns,h7,h15,2,1,9650B,0
1000057700ns,h15,h10,2,2,5371B,0
1000057923ns,h15,h7,2,1,5599B,0
1000057994ns,h6,h7,2,1,7643B,0
1000058143ns,h13,h12,2,1,26B,0
1000058345ns,h9,h7,2,1,3354B,0
1000058352ns,h10,h11,2,1,4908B,0
1000058624ns,h12,h1,2,1,4087B,0
1000058741ns,h5,h8,2,2,7527B,0
1000058944ns,h13,h5,2,1,5290B,0
1000059371ns,h2,h3,2,2,27249B,0
1000059395ns,h6,h9,2,3,6928B,0
1000059428ns,h16,h8,2,1,5599B,0
1000059705ns,h8,h9,2,2,5494B,0
1000060676ns,h15,h13,2,2,8682B,0
1000061142ns,h6,h15,2,2,5632B,0
1000061445ns,h14,h8,2,2,7741B,0
1000061472ns,h10,h5,2,1,816B,0
1000061847ns,h9,h8,2,1,5867B,0
1000061931ns,h4,h13,2,2,4258B,0
1000062131ns,h7,h15,2,2,2750B,0
1000062338ns,h4,h13,2,3,6577B,0
1000062366ns,h16,h4,2,1,6229B,0
1000062417ns,h14,h16,2,1,6870B,0
1000062473ns,h12,h11,2,1,12448B,0
1000062558ns,h2,h12,2,2,28620B,0
1000063679ns,h2,h16,2,1,6292B,0
1000064248ns,h12,h7,2,1,4715B,0
1000064259ns,h12,h11,2,2,6053B,0
1000064766ns,h16,h6,2,1,16478B,0
1000065200ns,h3,h4,2,2,27183B,0
1000065319ns,h5,h12,2,1,17024B,0
1000065497ns,h11,h1,2,3,3279B,0
1000065680ns,h1,h14,2,2,1959073B,0
1000065680ns,h3,h9,2,1,7489B,0
1000065910ns,h5,h2,2,2,1456B,0
1000066530ns,h9,h2,2,2,10347B,0
1000067023ns,h9,h11,2,3,1069500B,0
1000067214ns,h3,h14,2,1,5491B,0
1000067438ns,h8,h5,2,3,7882B,0
1000067717ns,h14,h16,2,2,4750B,0
1000067834ns,h8,h2,2,2,3724B,0
1000068170ns,h7,h14,2,1,9770B,0
1000068276ns,h16,h7,2,3,41B,0
1000068958ns,h6,h2,2,1,18698B,0
1000069000ns,h13,h5,2,2,6584B,0
1000069217ns,h14,h8,2,3,1705B,0
1000069574ns,h3,h13,2,1,2074B,0
1000069580ns,h2,h14,2,2,7629B,0
1000069626ns,h6,h3,2,2,26962B,0
1000070389ns,h15,h9,2,2,4438B,0
1000070390ns,h11,h6,2,2,483015B,0
1000070476ns,h15,h14,2,1,1747B,0
1000070583ns,h11,h5,2,1,23762B,0
1000070651ns,h8,h1,2,3,5446B,0
1000071150ns,h6,h1,2,2,1419B,0
1000071564ns,h3,h11,2,3,4392B,0
1000072339ns,h12,h9,2,1,5933B,0
1000072436ns,h13,h16,2,2,15034B,0
1000072539ns,h12,h16,2,2,24967B,0
1000074131ns,h14,h15,2,3,2327B,0
1000074400ns,h11,h1,2,4,6520B,0
1000075342ns,h1,h12,2,1,7642B,0
1000075511ns,h7,h12,2,2,5017B,0
1000075812ns,h15,h11,2,2,26671B,0
1000076008ns,h9,h12,2,1,4424B,0
1000077504ns,h16,h15,2,1,324B,0
1000077988ns,h15,h11,2,3,709B,0
1000078183ns,h12,h6,2,1,7904B,0
1000078224ns,h12,h9,2,2,6844B,0
1000078592ns,h16,h4,2,2,86128B,0
1000078895ns,h13,h10,2,2,70200B,0
1000078988ns,h12,h1,2,2,37386B,0
1000079106ns,h14,h3,2,1,732B,0
1000079176ns,h2,h6,2,2,12002B,0
1000079614ns,h9,h13,2,3,8647B,0
1000079810ns,h9,h12,2,2,7682B,0
1000080220ns,h11,h6,2,3,9421B,0
1000080284ns,h7,h10,2,1,31677B,0
1000080486ns,h16,h1,2,1,7550B,0
1000080645ns,h9,h3,2,1,5237B,0
1000081034ns,h14,h16,2,3,6667B,0
1000081880ns,h7,h5,2,1,3625B,0
1000082119ns,h15,h7,2,2,7092B,0
1000082558ns,h4,h9,2,2,155B,0
1000082656ns,h14,h5,2,2,2634B,0
1000082789ns,h4,h8,2,1,4899B,0
1000082803ns,h3,h4,2,3,14843B,0
1000082831ns,h16,h1,2,2,9852B,0
1000083146ns,h3,h9,2,2,4941B,0
1000083399ns,h15,h2,2,2,7381B,0
1000083580ns,h14,h7,2,1,718B,0
1000083702ns,h2,h6,2,3,2858B,0
1000083847ns,h5,h7,2,1,723001B,0
1000084069ns,h14,h2,2,2,4520B,0
1000084170ns,h6,h15,2,3,5430B,0
1000084327ns,h8,h14,2,1,6758B,0
1000084358ns,h9,h16,2,2,4554B,0
1000084908ns,h12,h6,2,2,6150B,0
1000084917ns,h7,h8,2,1,4089B,0
1000085006ns,h3,h12,2,2,841B,0
1000085241ns,h16,h7,2,4,3132B,0
1000085901ns,h15,h5,2,3,6538B,0
1000086176ns,h13,h12,2,2,1236B,0
1000086225ns,h1,h15,2,2,5502B,0
1000086247ns,h4,h15,2,1,4857B,0
1000086293ns,h8,h11,2,2,5602B,0
1000086684ns,h3,h7,2,3,1733B,0
1000086847ns,h5,h16,2,1,36138B,0
1000087165ns,h5,h11,2,1,6114B,0
1000087404ns,h9,h2,2,3,21638B,0
1000087514ns,h7,h2,2,1,321626B,0
1000087578ns,h5,h12,2,2,4988B,0
1000087614ns,h5,h1,2,3,6158B,0
1000087808ns,h7,h1,2,2,8525B,0
1000088446ns,h4,h7,2,2,5704B,0
1000089952ns,h5,h9,2,1,4627B,0
1000090525ns,h12,h8,2,3,10993B,0
1000090828ns,h1,h8,2,1,30328B,0
1000091226ns,h4,h10,2,2,47674B,0
1000091226ns,h7,h11,2,1,7435B,0
1000091439ns,h16,h7,2,5,5264B,0
1000091441ns,h3,h6,2,1,243545B,0
1000092653ns,h14,h16,2,4,7540B,0
1000092853ns,h3,h5,2,2,1148B,0
1000093084ns,h5,h13,2,1,1477B,0
1000093371ns,h7,h6,2,2,12054B,0
1000093679ns,h7,h2,2,2,1066B,0
1000093794ns,h4,h14,2,2,136B,0
1000093876ns,h9,h12,2,3,5421B,0
1000094631ns,h12,h15,2,3,6503B,0
1000094879ns,h2,h8,2,1,5894B,0
1000095157ns,h5,h11,2,2,6241B,0
1000095488ns,h3,h2,2,2,7073B,0
1000095748ns,h5,h7,2,2,7889B,0
1000096139ns,h1,h4,2,1,5674B,0
1000096284ns,h10,h1,2,2,5201B,0
1000096339ns,h1,h16,2,4,1185125B,0
1000096401ns,h15,h4,2,1,4273B,0
1000096832ns,h5,h3,2,1,13964B,0
1000097140ns,h15,h4,2,2,5745B,0
1000097437ns,h12,h7,2,2,5116B,0
1000097475ns,h1,h9,2,2,1113B,0
1000097858ns,h3,h16,2,2,25327B,0
1000097862ns,h5,h16,2,2,8695B,0
1000097955ns,h13,h3,2,1,31725B,0
1000098241ns,h1,h7,2,1,5921B,0
1000098705ns,h13,h11,2,1,7868B,0
1000098962ns,h11,h15,2,1,2074B,0
1000099358ns,h15,h8,2,2,5457B,0
1000099448ns,h4,h15,2,2,3615B,0
1000099664ns,h14,h6,2,2,734B,0
1000100156ns,h2,h8,2,2,89010B,0
1000100673ns,h1,h8,2,2,3766B,0
1000101129ns,h12,h11,2,3,2553B,0
1000101482ns,h14,h4,2,3,3453B,0
1000101635ns,h6,h10,2,2,5285B,0
1000102535ns,h14,h4,2,4,6740B,0
1000102552ns,h15,h6,2,3,2639B,0
1000102983ns,h7,h16,2,2,1201423B,0
1000103379ns,h2,h15,2,3,798914B,0
1000103441ns,h8,h14,2,2,2588B,0
1000103688ns,h14,h1,2,1,5526B,0
1000103856ns,h14,h3,2,2,7894B,0
1000103897ns,h1,h5,2,4,27611B,0
1000104026ns,h13,h14,2,1,6299B,0
1000104494ns,h15,h10,2,3,44911B,0
1000104606ns,h14,h12,2,1,4805B,0
1000104773ns,h9,h13,2,4,6326B,0
1000105283ns,h1,h2,2,2,6327B,0
1000106030ns,h6,h2,2,2,7809B,0
1000106308ns,h12,h14,2,2,3523B,0
1000106350ns,h6,h1,2,3,7288B,0
1000106721ns,h12,h4,2,3,3816B,0
1000106908ns,h12,h1,2,3,4958B,0
1000108099ns,h12,h1,2,4,117859B,0
1000108292ns,h12,h14,2,3,31076B,0
1000108363ns,h12,h6,2,3,17950B,0
1000108690ns,h14,h3,2,3,618B,0
1000108775ns,h11,h3,2,1,2588B,0
1000109593ns,h11,h16,2,1,4238B,0
1000110089ns,h10,h9,2,3,14460B,0
1000110345ns,h11,h15,2,2,21879B,0
1000110564ns,h14,h9,2,1,7056B,0
1000110687ns,h9,h10,2,2,9826B,0
1000111075ns,h4,h11,2,3,16155B,0
1000111187ns,h13,h16,2,3,1157B,0
1000111401ns,h8,h12,2,2,1476B,0
1000112279ns,h16,h15,2,2,26189B,0
1000112968ns,h1,h4,2,2,687B,0
1000113122ns,h15,h9,2,3,3926B,0
1000113848ns,h14,h10,2,2,708B,0
1000114087ns,h2,h14,2,3,266B,0
1000114335ns,h4,h8,2,2,22142B,0
1000115074ns,h10,h13,2,2,4875B,0
1000115171ns,h13,h7,2,3,2803B,0
1000115413ns,h4,h10,2,3,2596B,0
1000115840ns,h6,h14,2,3,7688B,0
1000116702ns,h8,h13,2,1,143128B,0
1000116890ns,h5,h11,2,3,6382B,0
1000117039ns,h12,h1,2,5,31414B,0
1000118327ns,h7,h3,2,2,6360B,0
1000118654ns,h10,h9,2,4,6978B,0
1000118792ns,h3,h5,2,3,7883B,0
1000118914ns,h6,h2,2,3,15930B,0
1000118915ns,h6,h14,2,4,12613B,0
1000119187ns,h5,h16,2,3,1331529B,0
1000119434ns,h13,h5,2,3,11850B,0
1000119592ns,h1,h7,2,2,33130B,0
1000119853ns,h6,h13,2,3,3595B,0
1000119909ns,h1,h11,2,2,6645B,0
1000119917ns,h16,h3,2,1,7191B,0
1000120266ns,h14,h5,2,3,19179B,0
1000120805ns,h13,h14,2,2,6185B,0
1000121162ns,h12,h1,2,6,14943B,0
1000121462ns,h12,h1,2,7,5376B,0
1000121493ns,h9,h7,2,2,7086B,0
1000121601ns,h16,h8,2,2,23337B,0
1000122129ns,h9,h14,2,3,15435B,0
1000122489ns,h5,h12,2,3,7696B,0
1000122715ns,h14,h11,2,1,4B,0
1000122755ns,h5,h3,2,2,3174B,0
1000122885ns,h14,h16,2,5,6398B,0
1000123181ns,h16,h7,2,6,4217B,0
1000123572ns,h4,h10,2,4,1144B,0
1000123789ns,h3,h7,2,4,24727B,0
1000124014ns,h8,h1,2,4,79105B,0
1000124780ns,h8,h3,2,1,4635B,0
1000125120ns,h2,h1,2,2,5545B,0
1000125282ns,h5,h10,2,2,16638B,0
1000126046ns,h14,h11,2,2,1086B,0
1000126126ns,h10,h2,2,1,7558B,0
1000126246ns,h12,h9,2,3,2221B,0
1000126351ns,h10,h6,2,3,4499B,0
1000126510ns,h11,h7,2,2,19868B,0
1000126664ns,h11,h13,2,1,968B,0
1000127117ns,h10,h8,2,3,626B,0
1000127229ns,h7,h15,2,3,5629B,0
1000127593ns,h2,h10,2,2,6269B,0
1000127748ns,h7,h8,2,2,25286B,0
1000128329ns,h14,h11,2,3,9760B,0
1000128562ns,h13,h6,2,1,7839B,0
1000129017ns,h3,h2,2,3,2640B,0
1000129032ns,h6,h11,2,2,1061341B,0
1000129219ns,h12,h10,2,1,5571B,0
1000129471ns,h4,h13,2,4,7305B,0
1000129701ns,h5,h3,2,3,5360B,0
1000129736ns,h7,h15,2,4,820B,0
1000130403ns,h9,h13,2,5,6088B,0
1000130587ns,h14,h15,2,4,2640B,0
1000131023ns,h9,h14,2,4,566B,0
1000131151ns,h11,h13,2,2,7354B,0
1000131313ns,h2,h9,2,1,7462B,0
1000131661ns,h7,h13,2,3,1836B,0
1000131760ns,h10,h4,2,2,6764B,0
1000131947ns,h2,h13,2,1,5014B,0
1000132165ns,h3,h8,2,2,5332B,0
1000132411ns,h4,h13,2,5,13917B,0
1000132476ns,h16,h8,2,3,6256B,0
1000133285ns,h1,h13,2,1,28199B,0
1000133618ns,h12,h2,2,1,7291B,0
1000134374ns,h5,h1,2,4,6056B,0
1000134887ns,h15,h8,2,3,7483B,0
1000135353ns,h5,h15,2,1,4938B,0
1000135558ns,h13,h16,2,4,2168B,0
1000135567ns,h9,h11,2,4,7917B,0
1000135946ns,h14,h10,2,3,7394B,0
1000136703ns,h1,h4,2,3,14769B,0
1000137068ns,h1,h2,2,3,2217B,0
1000137281ns,h1,h14,2,3,39407B,0
1000137747ns,h4,h15,2,3,15525B,0
1000138099ns,h5,h13,2,2,44745B,0
1000138406ns,h9,h12,2,4,26780B,0
1000138408ns,h11,h7,2,3,7904B,0
1000138985ns,h6,h5,2,2,16673B,0
1000139262ns,h10,h2,2,2,6503B,0
1000140239ns,h16,h7,2,7,14553B,0
1000140398ns,h10,h15,2,3,3299B,0
1000140697ns,h16,h15,2,3,14316B,0
1000140808ns,h12,h7,2,3,5860B,0
1000140857ns,h4,h2,2,2,12527B,0
1000141786ns,h3,h13,2,2,5954B,0
1000142004ns,h15,h12,2,3,14839B,0
1000142158ns,h13,h1,2,1,1314B,0
1000142720ns,h13,h8,2,2,778B,0
1000142946ns,h6,h11,2,3,62943B,0
1000143001ns,h7,h1,2,3,6220B,0
1000143225ns,h14,h15,2,5,31411B,0
1000143537ns,h11,h16,2,2,82732B,0
1000143565ns,h2,h12,2,3,7778B,0
1000143705ns,h15,h2,2,3,6960B,0
1000144053ns,h2,h6,2,4,3767B,0
1000144331ns,h3,h1,2,2,1630B,0
1000144476ns,h3,h6,2,2,18157B,0
1000144960ns,h8,h1,2,5,29415B,0
1000145312ns,h13,h16,2,5,14126B,0
1000145454ns,h13,h14,2,3,8449B,0
1000146046ns,h11,h2,2,3,5649B,0
1000146457ns,h4,h15,2,4,4656B,0
1000146844ns,h6,h4,2,1,1978B,0
1000147226ns,h6,h4,2,2,5699B,0
1000147240ns,h3,h11,2,4,6910B,0
1000147566ns,h6,h16,2,2,51012B,0
1000147705ns,h6,h2,2,4,64898B,0
1000147867ns,h12,h1,2,8,5610B,0
1000147913ns,h12,h6,2,4,1730B,0
1000148391ns,h10,h1,2,3,13734B,0
1000148904ns,h5,h10,2,3,10959B,0
1000149245ns,h5,h14,2,3,535B,0
1000149319ns,h3,h2,2,4,5879B,0
1000149701ns,h6,h16,2,3,7950B,0
1000149997ns,h1,h3,2,2,525B,0
1000150243ns,h2,h16,2,2,47249B,0
1000150376ns,h8,h6,2,1,117219B,0
1000150408ns,h3,h8,2,3,10136B,0
1000150441ns,h3,h5,2,4,1370B,0
1000150647ns,h15,h16,2,1,1226B,0
1000150763ns,h15,h11,2,4,5123B,0
1000150771ns,h6,h3,2,3,512B,0
1000150954ns,h16,h2,2,1,5024B,0
1000150990ns,h8,h10,2,4,173B,0
1000151546ns,h8,h3,2,2,239553B,0
1000151920ns,h16,h15,2,4,18094B,0
1000151935ns,h9,h16,2,3,1230B,0
1000152445ns,h4,h13,2,6,30172B,0
1000152586ns,h9,h6,2,3,3628B,0
1000152592ns,h3,h4,2,4,3572B,0
1000153518ns,h8,h13,2,2,7841B,0
1000154686ns,h9,h5,2,1,69851B,0
1000154969ns,h7,h1,2,4,2148B,0
1000155099ns,h15,h3,2,2,125B,0
1000155135ns,h8,h1,2,6,5208B,0
1000155228ns,h1,h2,2,4,430B,0
1000155587ns,h3,h2,2,5,7245B,0
1000156046ns,h14,h7,2,2,24612B,0
1000156085ns,h8,h9,2,3,3261B,0
1000156092ns,h3,h12,2,3,1960B,0
1000156374ns,h10,h3,2,2,4995B,0
1000156879ns,h8,h7,2,2,111153B,0
1000157209ns,h13,h11,2,2,2270B,0
1000158982ns,h13,h2,2,1,125667B,0
1000159703ns,h5,h8,2,3,5149B,0
1000159818ns,h15,h6,2,4,6109B,0
1000159926ns,h6,h16,2,4,4547B,0
1000160107ns,h14,h1,2,2,67608B,0
1000160281ns,h13,h7,2,4,109131B,0
1000160328ns,h14,h7,2,3,7514B,0
1000160424ns,h14,h12,2,2,3210B,0
1000160802ns,h14,h6,2,3,1502344B,0
1000160943ns,h13,h4,2,2,1789B,0
1000161157ns,h14,h5,2,4,7038B,0
1000161350ns,h11,h8,2,2,2728B,0
1000161424ns,h15,h16,2,2,30860B,0
1000162140ns,h15,h13,2,3,84500B,0
1000162468ns,h6,h5,2,3,15880B,0
1000163250ns,h2,h9,2,2,4748B,0
1000163489ns,h13,h12,2,3,4117B,0
1000163662ns,h2,h13,2,2,12404B,0
1000164500ns,h8,h7,2,3,4533B,0
1000164701ns,h15,h13,2,4,5646B,0
1000164894ns,h14,h7,2,4,806B,0
1000164979ns,h15,h4,2,3,2306B,0
1000165018ns,h12,h8,2,4,358B,0
1000165814ns,h2,h15,2,4,1359B,0
1000166237ns,h13,h3,2,2,1277B,0
1000166269ns,h5,h8,2,4,5650B,0
1000166739ns,h3,h11,2,5,6778B,0
1000166859ns,h16,h8,2,4,11423B,0
1000167200ns,h6,h4,2,3,2482B,0
1000167302ns,h13,h1,2,2,5667B,0
1000167347ns,h14,h12,2,3,7523B,0
1000167501ns,h15,h10,2,4,1475B,0
1000167608ns,h9,h1,2,1,5862B,0
1000167619ns,h2,h5,2,3,5209B,0
1000167657ns,h11,h13,2,3,90927B,0
1000167890ns,h5,h11,2,4,1009B,0
1000168310ns,h4,h9,2,3,5549B,0
1000168816ns,h13,h3,2,3,5624B,0
1000169712ns,h3,h12,2,4,10531B,0
1000169792ns,h7,h8,2,3,4789B,0
1000169979ns,h10,h11,2,2,3558B,0
1000170033ns,h11,h13,2,4,4553B,0
1000170147ns,h13,h4,2,3,6088B,0
1000170378ns,h2,h13,2,3,93567B,0
1000170697ns,h10,h5,2,2,15327B,0
1000170949ns,h4,h16,2,2,4412B,0
1000170957ns,h4,h2,2,3,6842B,0
1000171102ns,h12,h15,2,4,7966B,0
1000171162ns,h14,h1,2,3,15267B,0
1000171198ns,h14,h5,2,5,5874B,0
1000171760ns,h10,h9,2,5,5464B,0
1000172533ns,h3,h10,2,3,13301B,0
1000172854ns,h14,h7,2,5,5749B,0
1000172932ns,h11,h2,2,4,4161B,0
1000172944ns,h15,h5,2,4,5937B,0
1000173462ns,h2,h5,2,4,67564B,0
1000173725ns,h11,h13,2,5,2487B,0
1000174636ns,h6,h15,2,4,6014B,0
1000174706ns,h5,h10,2,4,7526B,0
1000174884ns,h13,h1,2,3,6195B,0
1000175025ns,h9,h13,2,6,3552B,0
1000175605ns,h12,h5,2,2,32B,0
1000175941ns,h5,h6,2,3,8483B,0
1000176440ns,h2,h9,2,3,7365B,0
1000176534ns,h14,h4,2,5,135B,0
1000176542ns,h5,h15,2,2,4598B,0
1000176559ns,h9,h3,2,2,13370B,0
1000176564ns,h4,h7,2,3,7453B,0
1000176727ns,h14,h5,2,6,6730B,0
1000177163ns,h3,h9,2,3,2725B,0
1000177665ns,h3,h10,2,4,8996B,0
1000177926ns,h5,h11,2,5,6092B,0
1000178371ns,h1,h9,2,3,7879B,0
1000178393ns,h8,h7,2,4,12771B,0
1000178596ns,h10,h11,2,3,4026B,0
1000178666ns,h15,h7,2,3,12904B,0
1000178834ns,h15,h13,2,5,4438B,0
1000179020ns,h11,h13,2,6,871352B,0
1000179024ns,h3,h5,2,5,2107B,0
1000179083ns,h14,h6,2,4,28595B,0
1000179482ns,h5,h11,2,6,707B,0
1000180047ns,h9,h3,2,3,4235B,0
1000180633ns,h4,h12,2,1,6565B,0
1000180723ns,h11,h7,2,4,7045B,0
1000180819ns,h5,h10,2,5,5442B,0
1000180876ns,h16,h3,2,2,1779B,0
1000180964ns,h3,h11,2,6,4201B,0
1000181303ns,h6,h8,2,2,4467B,0
1000181467ns,h4,h7,2,4,12429B,0
1000181588ns,h13,h8,2,3,36260B,0
1000182416ns,h5,h12,2,4,7164B,0
1000182611ns,h14,h6,2,5,618B,0
1000182712ns,h7,h11,2,2,15027B,0
1000182822ns,h10,h1,2,4,4659B,0
1000183225ns,h11,h5,2,2,4955B,0
1000184058ns,h13,h12,2,4,6600B,0
1000184302ns,h16,h1,2,3,4170B,0
1000184839ns,h11,h10,2,2,47977B,0
1000184944ns,h1,h8,2,3,2853B,0
1000184949ns,h3,h15,2,1,5603B,0
1000185007ns,h4,h1,2,1,4521B,0
1000185023ns,h14,h9,2,2,6511B,0
1000185637ns,h11,h2,2,5,6979B,0
1000185724ns,h14,h11,2,4,7438B,0
1000185911ns,h6,h12,2,1,6610B,0
1000186173ns,h15,h11,2,5,5568B,0
1000186229ns,h13,h1,2,4,7502B,0
1000186490ns,h2,h1,2,3,5504B,0
1000187118ns,h5,h10,2,6,14066B,0
1000187192ns,h3,h16,2,3,14742B,0
1000187765ns,h14,h12,2,4,4544B,0
1000188055ns,h14,h12,2,5,5231B,0
1000188678ns,h15,h4,2,4,7452B,0
1000188899ns,h6,h13,2,4,2739B,0
1000188907ns,h5,h2,2,3,8346B,0
1000188931ns,h16,h8,2,5,5314B,0
1000189051ns,h16,h6,2,2,7126B,0
1000189150ns,h6,h3,2,4,2434B,0
1000189183ns,h4,h7,2,5,7793B,0
1000189230ns,h4,h15,2,5,5078B,0
1000189253ns,h13,h7,2,5,6103B,0
1000189574ns,h13,h8,2,4,5605B,0
1000189576ns,h8,h12,2,3,6138B,0
1000189722ns,h14,h9,2,3,8182B,0
1000189753ns,h7,h3,2,3,4768B,0
1000190071ns,h10,h15,2,4,7653B,0
1000190101ns,h10,h8,2,4,1050B,0
1000190297ns,h10,h13,2,3,4612B,0
1000190521ns,h1,h7,2,3,11726B,0
1000190790ns,h11,h13,2,7,914B,0
1000191842ns,h9,h7,2,3,7386B,0
1000192029ns,h16,h4,2,3,445B,0
1000192031ns,h2,h4,2,3,6093B,0
1000192123ns,h3,h16,2,4,29378B,0
1000192725ns,h4,h10,2,5,176B,0
1000193231ns,h2,h1,2,4,6571B,0
1000193440ns,h5,h7,2,3,1159B,0
1000193751ns,h2,h4,2,4,25900B,0
1000194311ns,h4,h2,2,4,7949B,0
1000194827ns,h10,h3,2,3,11498B,0
1000194917ns,h7,h1,2,5,7800B,0
1000194924ns,h12,h11,2,4,112B,0
1000194990ns,h8,h3,2,3,718B,0
1000195064ns,h15,h10,2,5,7384B,0
1000195171ns,h4,h10,2,6,1977767B,0
1000195622ns,h2,h12,2,4,26879B,0
1000196049ns,h14,h9,2,4,8532B,0
1000196268ns,h2,h5,2,5,10456B,0
1000196325ns,h5,h15,2,3,3954B,0
1000197385ns,h10,h6,2,4,12176B,0
1000197460ns,h9,h8,2,2,4506B,0
1000197592ns,h12,h11,2,5,1839B,0
1000197759ns,h8,h9,2,4,6001B,0
1000198094ns,h16,h15,2,5,4872B,0
1000198628ns,h3,h15,2,2,2935B,0
1000198639ns,h4,h10,2,7,5663B,0
1000198920ns,h8,h12,2,4,30783B,0
1000199000ns,h13,h4,2,4,5780B,0
1000199010ns,h2,h5,2,6,5884B,0
1000199114ns,h16,h1,2,4,9173B,0
1000199158ns,h8,h3,2,4,6548B,0
1000199398ns,h6,h1,2,4,2254B,0
1000199527ns,h16,h11,2,1,37952B,0
1000199672ns,h6,h3,2,5,5856B,0
1000199685ns,h10,h13,2,4,14823B,0
1000199897ns,h12,h11,2,6,5379B,0
1000200123ns,h8,h16,2,1,16121B,0
1000200255ns,h2,h7,2,3,5384B,0
1000200434ns,h11,h15,2,3,3840B,0
1000200561ns,h6,h8,2,3,3422B,0
1000200827ns,h15,h6,2,5,73352B,0
1000201296ns,h13,h2,2,2,7087B,0
1000201997ns,h11,h15,2,4,868B,0
1000202764ns,h4,h13,2,7,5374B,0
1000202861ns,h15,h6,2,6,4040B,0
1000203599ns,h5,h8,2,5,1476B,0
1000203607ns,h2,h6,2,5,3257B,0
1000204092ns,h10,h1,2,5,994B,0
1000204159ns,h13,h1,2,5,7533B,0
1000204274ns,h16,h6,2,3,3024B,0
1000204325ns,h12,h4,2,4,7297B,0
1000205140ns,h9,h4,2,1,7312B,0
1000205543ns,h7,h4,2,1,8899B,0
1000205823ns,h8,h11,2,3,6444B,0
1000206032ns,h8,h12,2,5,4476B,0
1000206154ns,h4,h5,2,2,27579B,0
1000206172ns,h4,h14,2,3,5069B,0
1000206273ns,h9,h5,2,2,5979B,0
1000206664ns,h11,h6,2,4,7479B,0
1000206862ns,h8,h12,2,6,6479B,0
1000206979ns,h9,h1,2,2,105814B,0
1000206986ns,h7,h15,2,5,102355B,0
1000207316ns,h14,h2,2,3,58206B,0
1000207420ns,h16,h8,2,6,62720B,0
1000208221ns,h13,h12,2,5,7039B,0
1000209344ns,h7,h1,2,6,6254B,0
1000209848ns,h7,h13,2,4,8843B,0
1000210013ns,h12,h16,2,3,3757B,0
1000210158ns,h13,h8,2,5,4316B,0
1000210243ns,h16,h2,2,2,764B,0
1000210366ns,h6,h2,2,5,2840B,0
1000211137ns,h4,h2,2,5,67B,0
1000211273ns,h4,h13,2,8,7676B,0
1000211484ns,h4,h7,2,6,2449B,0
1000211771ns,h3,h15,2,3,14637B,0
1000211979ns,h13,h8,2,6,7899B,0
1000212191ns,h8,h2,2,3,178118B,0
1000212202ns,h6,h7,2,2,5445B,0
1000212869ns,h3,h13,2,3,49455B,0
1000213084ns,h16,h14,2,2,5939B,0
1000213162ns,h8,h1,2,7,4952B,0
1000213253ns,h6,h3,2,6,1785B,0
1000213632ns,h4,h8,2,3,28451B,0
1000213880ns,h11,h3,2,2,15206B,0
1000214910ns,h8,h14,2,3,4809B,0
1000215004ns,h4,h15,2,6,5957B,0
1000215216ns,h4,h6,2,1,4828B,0
1000215451ns,h13,h7,2,6,502B,0
1000215801ns,h13,h9,2,3,773B,0
1000215848ns,h11,h5,2,3,5204B,0
1000216011ns,h2,h9,2,4,3656B,0
1000216238ns,h2,h4,2,5,6551B,0
1000216793ns,h10,h5,2,3,3275B,0
1000217410ns,h12,h8,2,5,3517B,0
1000217500ns,h15,h10,2,6,7832B,0
1000218054ns,h5,h9,2,2,11052B,0
1000218085ns,h3,h5,2,6,4716B,0
1000218087ns,h15,h4,2,5,24745B,0
1000218450ns,h5,h2,2,4,4219B,0
1000218570ns,h3,h13,2,4,4990B,0
1000218687ns,h13,h2,2,3,9430B,0
1000219195ns,h14,h12,2,6,776B,0
1000219297ns,h16,h4,2,4,62832B,0
1000219569ns,h14,h5,2,7,1261B,0
1000219862ns,h7,h12,2,3,6001B,0
1000220292ns,h12,h11,2,7,10281B,0
1000220479ns,h12,h9,2,4,828B,0
1000220732ns,h8,h14,2,4,16471B,0
1000220946ns,h5,h2,2,5,509716B,0
1000221400ns,h13,h11,2,3,5998B,0
1000221408ns,h12,h2,2,2,2060B,0
1000221586ns,h5,h12,2,5,1421B,0
1000221871ns,h11,h6,2,5,1722B,0
1000221897ns,h16,h11,2,2,13146B,0
1000222436ns,h6,h12,2,2,5596B,0
1000223384ns,h5,h11,2,7,47199B,0
1000223463ns,h9,h4,2,2,5826B,0
1000223877ns,h8,h14,2,5,1345B,0
1000223970ns,h2,h4,2,6,5708B,0
1000224006ns,h6,h9,2,4,12401B,0
1000224512ns,h9,h11,2,5,19770B,0
1000224536ns,h11,h4,2,1,686B,0
1000224859ns,h15,h11,2,6,3146B,0
1000225520ns,h8,h5,2,4,6253B,0
1000225700ns,h16,h3,2,3,2234B,0
1000225948ns,h11,h13,2,8,26546B,0
1000226090ns,h15,h9,2,4,63122B,0
1000226110ns,h8,h6,2,2,4780B,0
1000226135ns,h14,h10,2,4,5776B,0
